measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,9,20 to 24,294,All causes,211,Mild hearing loss,3,Rate,2016,3363.43316067,4377.71924147,2477.89994689
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,10,25 to 29,294,All causes,211,Mild hearing loss,1,Number,2016,10597023.529,13649561.6874,8206069.53295
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,10,25 to 29,294,All causes,211,Mild hearing loss,2,Percent,2016,0.0475085871952,0.0612089387296,0.0367773128009
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,10,25 to 29,294,All causes,211,Mild hearing loss,3,Rate,2016,4577.791729,5896.452945120001,3544.92722722
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,11,30 to 34,294,All causes,211,Mild hearing loss,1,Number,2016,12909242.869,16819410.9156,9672402.23146
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,11,30 to 34,294,All causes,211,Mild hearing loss,2,Percent,2016,0.0648995689324,0.0844588826917,0.0486793585126
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,11,30 to 34,294,All causes,211,Mild hearing loss,3,Rate,2016,6311.99545518,8223.87852914,4729.3369212299995
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,12,35 to 39,294,All causes,211,Mild hearing loss,1,Number,2016,17150581.9252,21608127.7631,13377088.8793
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,12,35 to 39,294,All causes,211,Mild hearing loss,2,Percent,2016,0.0952868549067,0.120076350937,0.0743452209051
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,12,35 to 39,294,All causes,211,Mild hearing loss,3,Rate,2016,9322.05882061,11744.921477799999,7271.00747511
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,13,40 to 44,294,All causes,211,Mild hearing loss,1,Number,2016,26324366.495,33394546.2143,20115279.8539
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,13,40 to 44,294,All causes,211,Mild hearing loss,2,Percent,2016,0.136585502073,0.173104949875,0.104455617412
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,13,40 to 44,294,All causes,211,Mild hearing loss,3,Rate,2016,13415.434992299999,17018.5430264,10251.157583799999
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,14,45 to 49,294,All causes,211,Mild hearing loss,1,Number,2016,37022688.6738,44915288.135,29607451.7497
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,14,45 to 49,294,All causes,211,Mild hearing loss,2,Percent,2016,0.189168659424,0.229676707951,0.1512301802
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,14,45 to 49,294,All causes,211,Mild hearing loss,3,Rate,2016,18641.011178,22614.953645499998,14907.4218753
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,15,50 to 54,294,All causes,211,Mild hearing loss,1,Number,2016,44499302.3416,52728711.9119,36751330.8981
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,15,50 to 54,294,All causes,211,Mild hearing loss,2,Percent,2016,0.259046289554,0.30697633012,0.214219869963
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,15,50 to 54,294,All causes,211,Mild hearing loss,3,Rate,2016,25618.862077499998,30356.6466644,21158.2480601
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,16,55 to 59,294,All causes,211,Mild hearing loss,1,Number,2016,48846997.8326,55543919.939,42389905.362
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,16,55 to 59,294,All causes,211,Mild hearing loss,2,Percent,2016,0.34788206966,0.39582188584,0.302361792171
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,16,55 to 59,294,All causes,211,Mild hearing loss,3,Rate,2016,34550.5387622,39287.4167094,29983.2975069
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,17,60 to 64,294,All causes,211,Mild hearing loss,1,Number,2016,54955621.2679,59834326.8216,49698690.8178
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,17,60 to 64,294,All causes,211,Mild hearing loss,2,Percent,2016,0.426852568558,0.464873110034,0.385946786665
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,17,60 to 64,294,All causes,211,Mild hearing loss,3,Rate,2016,42507.821682,46281.4692348,38441.619589999995
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,18,65 to 69,294,All causes,211,Mild hearing loss,1,Number,2016,44828953.7083,47378129.6282,41950310.2476
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,18,65 to 69,294,All causes,211,Mild hearing loss,2,Percent,2016,0.487165246697,0.514850789641,0.455828165076
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,18,65 to 69,294,All causes,211,Mild hearing loss,3,Rate,2016,48611.9673406,51376.262429200004,45490.4016934
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,19,70 to 74,294,All causes,211,Mild hearing loss,1,Number,2016,30290788.2901,32109626.1991,28173466.019
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,19,70 to 74,294,All causes,211,Mild hearing loss,2,Percent,2016,0.510671796872,0.541337421552,0.474978213907
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,19,70 to 74,294,All causes,211,Mild hearing loss,3,Rate,2016,51009.5355258,54072.4494403,47443.9754429
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,20,75 to 79,294,All causes,211,Mild hearing loss,1,Number,2016,22199327.7184,23589533.1825,20795581.7193
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,20,75 to 79,294,All causes,211,Mild hearing loss,2,Percent,2016,0.48671635126,0.517196356092,0.455897497721
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,20,75 to 79,294,All causes,211,Mild hearing loss,3,Rate,2016,48638.5436173,51684.472302999995,45562.947731
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,28,<1 year,294,All causes,211,Mild hearing loss,1,Number,2016,159074.453321,209193.58605,117850.305009
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,28,<1 year,294,All causes,211,Mild hearing loss,2,Percent,2016,0.00755360438366,0.00994308109799,0.00562059956411
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,28,<1 year,294,All causes,211,Mild hearing loss,3,Rate,2016,510.903304857,671.872146889,378.502701411
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,30,80 to 84,294,All causes,211,Mild hearing loss,1,Number,2016,11860604.1008,12819986.1771,10714192.3852
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,30,80 to 84,294,All causes,211,Mild hearing loss,2,Percent,2016,0.445703867035,0.481758213009,0.402374544928
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,30,80 to 84,294,All causes,211,Mild hearing loss,3,Rate,2016,44552.5147202,48156.2842847,40246.197402599995
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,31,85 to 89,294,All causes,211,Mild hearing loss,1,Number,2016,5527793.55897,6004806.88553,5001683.76509
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,31,85 to 89,294,All causes,211,Mild hearing loss,2,Percent,2016,0.397102585705,0.431387529584,0.359321271877
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,31,85 to 89,294,All causes,211,Mild hearing loss,3,Rate,2016,39702.2372903,43128.2871381,35923.5621906
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,32,90 to 94,294,All causes,211,Mild hearing loss,1,Number,2016,1468956.84666,1664180.45542,1279379.17969
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,32,90 to 94,294,All causes,211,Mild hearing loss,2,Percent,2016,0.338417511332,0.383483217366,0.294808433138
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,32,90 to 94,294,All causes,211,Mild hearing loss,3,Rate,2016,33841.9810404,38339.5629001,29474.470976400004
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,235,95 plus,294,All causes,211,Mild hearing loss,1,Number,2016,205271.93051,243286.881244,171190.51278
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,235,95 plus,294,All causes,211,Mild hearing loss,2,Percent,2016,0.223763435165,0.265187590812,0.186611532913
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,235,95 plus,294,All causes,211,Mild hearing loss,3,Rate,2016,22370.637857600002,26513.5262396,18656.4278737
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,5,1 to 4,294,All causes,212,Moderate hearing loss,1,Number,2016,440855.372258,530062.756982,368265.537127
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,5,1 to 4,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.00402380223756,0.00486242644271,0.00334679684055
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,5,1 to 4,294,All causes,212,Moderate hearing loss,3,Rate,2016,338.719551916,407.259683857,282.947074191
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,6,5 to 9,294,All causes,212,Moderate hearing loss,1,Number,2016,881149.654083,1060235.29848,721098.919456
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,6,5 to 9,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.00567470913842,0.0068207837325,0.00463486606865
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,6,5 to 9,294,All causes,212,Moderate hearing loss,3,Rate,2016,504.583476115,607.135473444,412.931671386
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,7,10 to 14,294,All causes,212,Moderate hearing loss,1,Number,2016,1052687.84026,1228899.15604,878550.916301
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,7,10 to 14,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.00689579896699,0.00813659220357,0.00577892722514
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,7,10 to 14,294,All causes,212,Moderate hearing loss,3,Rate,2016,624.912083109,729.517243533,521.5383537499999
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,8,15 to 19,294,All causes,212,Moderate hearing loss,1,Number,2016,1283565.72449,1492546.59015,1102334.08029
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,8,15 to 19,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.00796181693152,0.00928328670568,0.00682070349613
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,8,15 to 19,294,All causes,212,Moderate hearing loss,3,Rate,2016,759.265264798,882.883330688,652.0616446839999
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,9,20 to 24,294,All causes,212,Moderate hearing loss,1,Number,2016,1787345.60027,2080239.54991,1528559.6088
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,9,20 to 24,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.00950014424761,0.0110399351218,0.0081057554999
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,9,20 to 24,294,All causes,212,Moderate hearing loss,3,Rate,2016,910.691685461,1059.9275605,778.83456129
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,10,25 to 29,294,All causes,212,Moderate hearing loss,1,Number,2016,2626977.26329,2969111.01052,2287911.6973
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,10,25 to 29,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.0117771047867,0.0133491037904,0.010252575113
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,10,25 to 29,294,All causes,212,Moderate hearing loss,3,Rate,2016,1134.82382626,1282.62165213,988.351419237
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,11,30 to 34,294,All causes,212,Moderate hearing loss,1,Number,2016,2958187.94718,3374979.57619,2551818.65835
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,11,30 to 34,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.0148720584526,0.0169871550265,0.0128578489863
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,11,30 to 34,294,All causes,212,Moderate hearing loss,3,Rate,2016,1446.41084435,1650.2017943600001,1247.71591466
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,12,35 to 39,294,All causes,212,Moderate hearing loss,1,Number,2016,3135493.86184,3540634.01443,2719042.74524
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,12,35 to 39,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.0174205287844,0.0196644669463,0.0150843421683
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,12,35 to 39,294,All causes,212,Moderate hearing loss,3,Rate,2016,1704.2720963699999,1924.48271952,1477.9134910599998
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,13,40 to 44,294,All causes,212,Moderate hearing loss,1,Number,2016,3808695.76769,4388727.05083,3262910.94349
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,13,40 to 44,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.0197615562282,0.0227888021002,0.0169168880669
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,13,40 to 44,294,All causes,212,Moderate hearing loss,3,Rate,2016,1940.98917772,2236.58497008,1662.84608051
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,14,45 to 49,294,All causes,212,Moderate hearing loss,1,Number,2016,5169417.61453,6041842.47256,4408863.68264
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,14,45 to 49,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.026413108098,0.0308677270887,0.0224870643901
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,14,45 to 49,294,All causes,212,Moderate hearing loss,3,Rate,2016,2602.81397673,3042.08195302,2219.87327594
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,15,50 to 54,294,All causes,212,Moderate hearing loss,1,Number,2016,6379021.41033,7604840.66243,5296357.75961
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,15,50 to 54,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.0371345246927,0.0442604595937,0.0308386185202
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,15,50 to 54,294,All causes,212,Moderate hearing loss,3,Rate,2016,3672.49060325,4378.21165278,3049.1862078
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,16,55 to 59,294,All causes,212,Moderate hearing loss,1,Number,2016,7702660.83336,9345371.02223,6296142.79053
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,16,55 to 59,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.0548574666925,0.0665909573067,0.0448375546216
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,16,55 to 59,294,All causes,212,Moderate hearing loss,3,Rate,2016,5448.25871605,6610.1831858099995,4453.3980631
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,17,60 to 64,294,All causes,212,Moderate hearing loss,1,Number,2016,10304660.1908,12480936.4621,8404395.03081
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,17,60 to 64,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.0800384203459,0.0968856604196,0.0652629010214
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,17,60 to 64,294,All causes,212,Moderate hearing loss,3,Rate,2016,7970.588772870001,9653.92455429,6500.7458213
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,18,65 to 69,294,All causes,212,Moderate hearing loss,1,Number,2016,11117006.4863,13175430.5918,9390415.97216
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,18,65 to 69,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.120810717228,0.143189019268,0.102010953588
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,18,65 to 69,294,All causes,212,Moderate hearing loss,3,Rate,2016,12055.145425699999,14287.2752685,10182.8518578
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,19,70 to 74,294,All causes,212,Moderate hearing loss,1,Number,2016,10468210.0313,12091983.4348,8991978.90335
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,19,70 to 74,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.176483294795,0.203884701887,0.151605368256
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,19,70 to 74,294,All causes,212,Moderate hearing loss,3,Rate,2016,17628.4131786,20362.8394443,15142.447364700001
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,20,75 to 79,294,All causes,212,Moderate hearing loss,1,Number,2016,10162740.6386,11497172.976,8901317.90724
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,20,75 to 79,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.222816314851,0.252074455378,0.195176389328
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,20,75 to 79,294,All causes,212,Moderate hearing loss,3,Rate,2016,22266.480773299998,25190.2109992,19502.7139909
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,28,<1 year,294,All causes,212,Moderate hearing loss,1,Number,2016,46429.8630327,59905.3733772,35160.1005203
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,28,<1 year,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.00220466897347,0.00285225093296,0.00166480812737
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,28,<1 year,294,All causes,212,Moderate hearing loss,3,Rate,2016,149.11992449,192.399550011,112.924553126
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,30,80 to 84,294,All causes,212,Moderate hearing loss,1,Number,2016,6787383.57558,7729354.40853,5943266.76151
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,30,80 to 84,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.25505973227,0.290458457273,0.223329633664
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,30,80 to 84,294,All causes,212,Moderate hearing loss,3,Rate,2016,25495.7508144,29034.1177512,22324.9572811
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,31,85 to 89,294,All causes,212,Moderate hearing loss,1,Number,2016,3731119.62224,4195998.00349,3295204.11945
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,31,85 to 89,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.268033693296,0.30142930976,0.236742778484
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,31,85 to 89,294,All causes,212,Moderate hearing loss,3,Rate,2016,26797.997251599998,30136.8903572,23667.1240477
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,32,90 to 94,294,All causes,212,Moderate hearing loss,1,Number,2016,1215842.7625,1368866.88637,1062711.09192
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,32,90 to 94,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.280104364162,0.315414558964,0.2448808357
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,32,90 to 94,294,All causes,212,Moderate hearing loss,3,Rate,2016,28010.712370700003,31536.098096300004,24482.8489727
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,235,95 plus,294,All causes,212,Moderate hearing loss,1,Number,2016,264662.000253,304167.414408,225193.097469
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,235,95 plus,294,All causes,212,Moderate hearing loss,2,Percent,2016,0.28850333404,0.331539545639,0.245473564004
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,235,95 plus,294,All causes,212,Moderate hearing loss,3,Rate,2016,28842.9974212,33148.3172536,24541.6566162
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,5,1 to 4,294,All causes,213,Moderately severe hearing loss,1,Number,2016,224476.123162,281027.454254,177065.856802
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,5,1 to 4,294,All causes,213,Moderately severe hearing loss,2,Percent,2016,0.00204908005239,0.00258543709691,0.00161398705676
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,5,1 to 4,294,All causes,213,Moderately severe hearing loss,3,Rate,2016,172.470285354,215.920003183,136.043862568
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,6,5 to 9,294,All causes,213,Moderately severe hearing loss,1,Number,2016,459770.402841,574207.357211,357283.825433
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,6,5 to 9,294,All causes,213,Moderately severe hearing loss,2,Percent,2016,0.00296138171186,0.00370316781018,0.00229959302105
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,6,5 to 9,294,All causes,213,Moderately severe hearing loss,3,Rate,2016,263.28393480600005,328.815364075,204.595795687
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,7,10 to 14,294,All causes,213,Moderately severe hearing loss,1,Number,2016,579381.915314,723564.90537,451679.514459
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,7,10 to 14,294,All causes,213,Moderately severe hearing loss,2,Percent,2016,0.00379538733857,0.00473656061781,0.00295030669154
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,7,10 to 14,294,All causes,213,Moderately severe hearing loss,3,Rate,2016,343.941238577,429.53327186399997,268.132655743
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,8,15 to 19,294,All causes,213,Moderately severe hearing loss,1,Number,2016,667643.323835,828036.587937,526644.436039
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,8,15 to 19,294,All causes,213,Moderately severe hearing loss,2,Percent,2016,0.00414129392723,0.00513737315694,0.00325780852862
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,8,15 to 19,294,All causes,213,Moderately severe hearing loss,3,Rate,2016,394.92982353,489.80695511500005,311.525011579
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,9,20 to 24,294,All causes,213,Moderately severe hearing loss,1,Number,2016,821652.265269,1031089.48234,632199.118633
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,9,20 to 24,294,All causes,213,Moderately severe hearing loss,2,Percent,2016,0.00436724736734,0.00548132227942,0.00335839737019
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,9,20 to 24,294,All causes,213,Moderately severe hearing loss,3,Rate,2016,418.64980460699996,525.362648605,322.119281691
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,10,25 to 29,294,All causes,213,Moderately severe hearing loss,1,Number,2016,1010383.5006,1248378.24058,785276.87887
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,10,25 to 29,294,All causes,213,Moderately severe hearing loss,2,Percent,2016,0.00452967773549,0.00559614467198,0.00352130645263
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,10,25 to 29,294,All causes,213,Moderately severe hearing loss,3,Rate,2016,436.473998524,539.284976461,339.230538766
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,11,30 to 34,294,All causes,213,Moderately severe hearing loss,1,Number,2016,964297.539228,1264973.2639,709948.444167
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,11,30 to 34,294,All causes,213,Moderately severe hearing loss,2,Percent,2016,0.00484793298155,0.00638293197815,0.00356798316295
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,11,30 to 34,294,All causes,213,Moderately severe hearing loss,3,Rate,2016,471.494861999,618.510750294,347.130455168
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,12,35 to 39,294,All causes,213,Moderately severe hearing loss,1,Number,2016,885894.346937,1146506.50302,642156.034745
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,12,35 to 39,294,All causes,213,Moderately severe hearing loss,2,Percent,2016,0.00492187895342,0.00637102904312,0.00357027103155
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,12,35 to 39,294,All causes,213,Moderately severe hearing loss,3,Rate,2016,481.520641515,623.17425181,349.038671341
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,13,40 to 44,294,All causes,213,Moderately severe hearing loss,1,Number,2016,992345.659527,1327253.43369,693818.419301
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,13,40 to 44,294,All causes,213,Moderately severe hearing loss,2,Percent,2016,0.00514874596065,0.0068800307193,0.00359487475161
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,13,40 to 44,294,All causes,213,Moderately severe hearing loss,3,Rate,2016,505.719622459,676.39546659,353.584041705
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,14,45 to 49,294,All causes,213,Moderately severe hearing loss,1,Number,2016,1333999.5686,1710335.60514,1006760.19451
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,14,45 to 49,294,All causes,213,Moderately severe hearing loss,2,Percent,2016,0.0068161171058,0.00874084549727,0.00514642454429
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,14,45 to 49,294,All causes,213,Moderately severe hearing loss,3,Rate,2016,671.671933093,861.158016222,506.906135446
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,15,50 to 54,294,All causes,213,Moderately severe hearing loss,1,Number,2016,1639106.16544,2192658.46745,1181142.80826
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,15,50 to 54,294,All causes,213,Moderately severe hearing loss,2,Percent,2016,0.00954191688584,0.0127614407019,0.00687849717741
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,15,50 to 54,294,All causes,213,Moderately severe hearing loss,3,Rate,2016,943.656025445,1262.3437201200002,680.000204643
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,16,55 to 59,294,All causes,213,Moderately severe hearing loss,1,Number,2016,1884240.0781,2589222.29219,1314685.79847
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,16,55 to 59,294,All causes,213,Moderately severe hearing loss,2,Percent,2016,0.0134193427151,0.0184425537745,0.00935331085002
5,Prevalence,44576,World Bank Upper Middle Income,3,Both,16,55 to 59,294,All causes,213,Moderately severe hearing loss,3,Rate,2016,1332.76378783,1831.4129657800001,929.9057189910001
